authors,average_rating,language_code,# num_pages,ratings_count,text_reviews_count
Jean Van Leeuwen-James Watling-R.W. Alley,3.78,eng,176.0,817.0,91.0
Jean Van Leeuwen-Ann Schweninger,3.62,eng,48.0,22.0,2.0
Marta Acosta,3.8,en-US,336.0,912.0,82.0
Joan Aiken,3.91,en-US,304.0,838.0,60.0
Joan Aiken-Edward Gorey,4.13,en-US,240.0,3548.0,136.0
Joan Aiken,4.27,eng,239.0,116.0,11.0
Joan Aiken,4.03,eng,304.0,858.0,44.0
Joan Aiken,4.13,en-US,218.0,1897.0,94.0
Vella Munn,3.72,eng,320.0,43.0,11.0
Charlotte Lyons-Mary Engelbreit-Barbara E. Martin,4.18,eng,128.0,56.0,2.0
Mary Engelbreit-Leonard S. Marcus,4.36,en-US,128.0,537.0,50.0
Jason King,3.75,eng,191.0,4.0,533.6321277526615
Donna Freitas-Jason Edward King,3.72,en-GB,224.0,36.0,8.0
Mary Ashworth-H. Patricia Wakefield,3.5,eng,101.0,4.0,3.0
David Wojnarowicz-James Romberger-Marguerite Van Cook,4.03,eng,59.0,80.0,6.0
Bill Pittman-Todd W. Hall-Sara S.-Todd W.,4.45,en-US,132.0,857.0,38.0
Quentin Skinner,3.82,en-US,224.0,26.0,3.0
Phil Brucato-Aaron Rosenberg,3.5,eng,96.0,38.0,2.0
Charles Tandy-Raël-William Faloon-R. Michael Perry-Robin Hanson-Nick Bostrom-Robert A. Freitas Jr.-Christopher J. Phoenix-Avatar Polymorph-Jim Yount,3.5,eng,292.0,2.0,533.6321277526615
Dave Aikins-Laura Driscoll,3.47,spa,24.0,2.0,533.6321277526615
Richard Kern-Dian Hanson,4.0,eng,280.0,11.0,533.6321277526615
Greg Stafford-Lynn Willis,4.0,eng,15.0,7.0,533.6321277526615
Stephen Mulhall,3.86,eng,142.0,33.0,1.0
John W. Dean-Arthur M. Schlesinger Jr.,3.77,eng,202.0,665.0,71.0
Keith Herber-Tim Bradstreet,3.31,eng,72.0,108.0,533.6321277526615
Keith Herber,3.53,eng,317.0,57.0,533.6321277526615
Keith Herber,3.81,eng,197.0,19.0,1.0
Syd Hoff,3.75,eng,64.0,187.0,30.0
Syd Hoff,3.59,eng,64.0,7.0,1.0
Syd Hoff,3.8,eng,64.0,206.0,21.0
Syd Hoff,3.66,eng,48.0,107.0,15.0
Susan    Oliver,3.45,en-US,368.0,35.0,9.0
Shannon Hengen,3.43,eng,176.0,7.0,1.0
Alice Dalgliesh-Helen Sewell,3.78,en-US,64.0,2017.0,136.0
Quentin Carter,4.43,en-US,277.0,961.0,31.0
Michelle Lovric-Michelle Lovric,3.43,eng,544.0,8.0,1.0
Susan Hill,3.95,eng,320.0,2913.0,257.0
Susan Hill,3.92,en-GB,370.0,44.0,10.0
Susan Hill,3.92,eng,320.0,4068.0,337.0
Susan Hill,3.81,eng,438.0,8001.0,776.0
Aeschylus-Denys L. Page,4.1,grc,352.0,6.0,533.6321277526615
Hiromu Arakawa,4.49,jpn,180.0,54.0,9.0
Hiromu Arakawa,4.55,jpn,184.0,20.0,2.0
Hiromu Arakawa,4.56,jpn,188.0,20.0,1.0
Hiromu Arakawa,4.56,jpn,182.0,23.0,2.0
Hiromu Arakawa,4.57,jpn,192.0,22.0,1.0
Irvin D. Yalom,4.2,eng,270.0,216.0,17.0
Fyodor Dostoyevsky-Thomas R. Beyer Jr.-Simon Vance,4.32,eng,16.0,3.0,1.0
Irvine Welsh,3.74,eng,393.0,145.0,18.0
Gavin Baddeley-Dani Filth,4.46,eng,544.0,110.0,5.0
Georges Bataille,3.93,eng,160.0,74.0,2.0
William A. Cohen,4.17,eng,360.0,11.0,533.6321277526615
John Waters,4.22,eng,258.0,49.0,3.0
Victoria Alexander,3.93,eng,373.0,1834.0,86.0
Victoria Alexander,3.79,eng,384.0,1191.0,45.0
Victoria Alexander,3.88,eng,371.0,2546.0,113.0
Victoria Alexander,3.9,eng,372.0,1449.0,64.0
Victoria Alexander,3.88,eng,384.0,1288.0,57.0
Victoria Alexander,3.66,eng,362.0,972.0,46.0
Victoria Alexander,3.84,eng,358.0,1446.0,59.0
Victoria Alexander,3.76,eng,384.0,1259.0,60.0
Mark Epstein,3.99,eng,240.0,532.0,45.0
John D. Cox-David Scott Kastan-Stephen Greenblatt,4.05,eng,579.0,20.0,1.0
Rosamunde Pilcher,4.15,eng,672.0,289.0,40.0
William W. Johnstone,3.88,eng,412.0,140.0,12.0
Michael Crichton,3.48,eng,235.0,70.0,7.0
Jonathan  Andrews-Andrew Scull,3.42,eng,386.0,12.0,1.0
Michael Crichton,4.01,eng,480.0,71.0,13.0
Michael Crichton-Pilar Giralt Gorina,3.36,spa,409.0,73.0,7.0
Iain Crichton Smith-Isobel Murray,3.87,eng,144.0,292.0,30.0
Michael Crichton,3.75,eng,369.0,102.0,9.0
Leonard Wibberley,4.03,eng,182.0,15.0,4.0
Leonard Wibberley,4.54,eng,156.0,19.0,3.0
Jules Verne-B. Fernandez-Andres Jullian,3.88,spa,198.0,4.0,2.0
Joseph Wambaugh,3.64,eng,291.0,580.0,17.0
Joseph Wambaugh,3.6,eng,352.0,528.0,38.0
Chrétien de Troyes,3.69,fre,244.0,1.0,533.6321277526615
Kate DiCamillo-Chris Van Dusen,4.14,eng,80.0,3901.0,317.0
Kate DiCamillo-Chris Van Dusen,4.04,eng,80.0,8438.0,782.0
Kate DiCamillo-Timothy B. Ering,4.03,eng,269.0,705.0,120.0
Kate DiCamillo-Chris Van Dusen,4.16,eng,70.0,2756.0,189.0
George Eliot,3.79,en-GB,536.0,187.0,29.0
Stephen  Mansfield,3.29,eng,220.0,12.0,1.0
Lloyd P. Gerson,4.3,eng,480.0,20.0,2.0
David Lubar,3.96,en-US,256.0,697.0,68.0
David Lubar,3.93,eng,240.0,2333.0,270.0
David Lubar,3.8,eng,272.0,888.0,111.0
Craig Thompson,3.76,en-US,224.0,4294.0,396.0
Craig Thompson,3.52,eng,128.0,46.0,1.0
Craig Thompson,3.8,eng,125.0,7035.0,459.0
Craig Thompson,3.8,spa,128.0,10.0,1.0
Richard Paul Russo,3.74,eng,442.0,134.0,14.0
Bernard Taper,4.31,eng,413.0,60.0,5.0
Mary S. Lovell,4.03,en-US,365.0,819.0,90.0
Mary S. Lovell,3.97,eng,616.0,689.0,86.0
Beryl Markham-Mary S. Lovell,3.74,eng,139.0,295.0,32.0
Bernard Cornwell,4.04,eng,288.0,286.0,23.0
John Sandford,4.17,eng,481.0,12385.0,432.0
Gwynne Forster-Donna Hill-Parry A. Brown,4.22,eng,292.0,68.0,7.0
Jean Baudrillard-Emily Agar,3.75,eng,148.0,123.0,10.0
Jean Baudrillard-Chris     Turner-George Ritzer,4.13,eng,224.0,654.0,25.0
Jean Baudrillard-Julia Witwer,3.84,eng,96.0,110.0,7.0
Stephanie Laurens,4.06,eng,448.0,5607.0,126.0
L.A. Banks,4.41,en-US,389.0,1762.0,37.0
Lora Leigh,4.22,eng,290.0,2117.0,27.0
Rona Sharon,3.9,eng,432.0,495.0,34.0
Kingdome 19,3.67,eng,112.0,3.0,533.6321277526615
Mary Balogh,4.0,eng,342.0,8070.0,347.0
Melissa Kantor,3.66,en-US,283.0,4337.0,433.0
Gregory Maguire-Elaine Clayton,3.5,eng,240.0,3.0,533.6321277526615
Gregory Maguire,3.53,eng,144.0,122.0,22.0
Gregory Maguire-Dirk Zimmer,3.61,eng,144.0,259.0,27.0
Gregory Maguire-Elaine Clayton,3.74,eng,240.0,76.0,4.0
Gregory Maguire-Mechtild Sandberg-Ciletti,3.52,ger,377.0,1.0,1.0
Deborah Noyes-Vivian Vande Velde-Barry Yourgrau-Joan Aiken-M.T. Anderson-Neil Gaiman-Caitlin R. Kierman-Gregory Maguire-Garth Nix-Celia Rees-Janni Lee Simmer,3.55,eng,241.0,14.0,3.0
Grace Metalious,3.75,eng,475.0,119.0,20.0
Nancy Tillman,4.36,en-US,32.0,12372.0,480.0
Milan Trenc,3.89,eng,32.0,795.0,31.0
Carson McCullers-Kasia Boddy,3.98,eng,317.0,1345.0,157.0
Muriel Spark,3.78,eng,512.0,1456.0,91.0
Muriel Spark,3.78,eng,462.0,90.0,14.0
F. Scott Fitzgerald-Arnold Gingrich,3.58,eng,192.0,889.0,96.0
Thomas Hardy-Patricia Ingham,3.59,eng,416.0,120.0,10.0
Toni Morrison,4.22,eng,110.0,3428.0,205.0
Toni Morrison-Slade Morrison,3.95,eng,48.0,375.0,94.0
Toni Morrison,4.01,spa,272.0,32.0,10.0
J. Scott Duvall-J. Daniel Hays,4.16,en-US,462.0,766.0,65.0
Ernest Hemingway,4.26,eng,499.0,106.0,11.0
Robb Forman Dew,3.24,en-US,256.0,234.0,21.0
Will Ferguson,4.0,eng,344.0,2636.0,177.0
Ray Bradbury-Ian  Miller,4.13,eng,259.0,44.0,2.0
Ray Bradbury,4.13,eng,268.0,319.0,36.0
Jon Ronson,3.95,eng,328.0,991.0,87.0
Will Ferguson,3.71,en-GB,220.0,608.0,47.0
Will Ferguson,3.78,eng,320.0,2191.0,178.0
Sinclair B. Ferguson,4.24,eng,126.0,91.0,18.0
Cecily von Ziegesar,3.62,eng,240.0,40.0,2.0
Albert Camus-Matthew    Ward-Peter Dunwoodie,3.97,eng,117.0,1041.0,117.0
Steven Nadler,4.09,eng,422.0,220.0,23.0
David A. Nadler-Robert B. Shaw-Marc S. Gerstein,4.62,eng,304.0,2.0,533.6321277526615
Georges Bataille-Mary Dalwood,4.1,eng,288.0,1749.0,54.0
Detlev J.K. Peukert-Richard Deveson,3.82,eng,360.0,190.0,11.0
Ruth Rendell,3.64,eng,368.0,1883.0,124.0
Reginald Hill,3.85,eng,336.0,1052.0,42.0
Geraldine Pinch,3.62,eng,143.0,178.0,19.0
Claudia Bishop,3.58,eng,249.0,311.0,30.0
Jane Austen,4.13,eng,242.0,1528.0,58.0
Emma Holly,3.69,eng,297.0,1308.0,60.0
Jane Austen-Claire Lamont-James Kinsley,4.07,eng,327.0,6809.0,242.0
Jane Austen-Claire Lamont-Ros Ballaster,4.07,eng,346.0,509.0,35.0
Jane Austen-Laura Engel,4.07,eng,312.0,1163.0,88.0
Jane Austen-Laura Engel,4.07,eng,336.0,636.0,67.0
SparkNotes-Ken Kesey,4.12,eng,72.0,4.0,533.6321277526615
Agatha Christie,3.55,eng,317.0,178.0,32.0
Agatha Christie,3.67,ger,158.0,7.0,533.6321277526615
Ronald Takaki,4.11,en-US,508.0,3028.0,200.0
Elan Golomb,3.82,en-US,272.0,729.0,80.0
Carlos Fuentes,4.01,eng,399.0,6.0,1.0
Woody Hochswender-Greg Martin-Ted Morino,4.28,eng,230.0,704.0,70.0
Barbara W. Tuchman,4.08,eng,704.0,136.0,27.0
Agatha Christie-Rosemary Leach,3.75,eng,7.0,2.0,533.6321277526615
Agatha Christie,3.91,eng,212.0,62.0,10.0
Agatha Christie,3.76,eng,233.0,30.0,1.0
Agatha Christie,4.17,eng,661.0,172.0,9.0
Julian Barnes,3.67,eng,241.0,1948.0,162.0
Eoin Colfer,3.95,eng,209.0,462.0,23.0
Eoin Colfer,3.84,eng,280.0,384.0,56.0
Eoin Colfer,3.95,spa,344.0,2.0,533.6321277526615
Eoin Colfer,4.05,eng,309.0,214.0,14.0
Eoin Colfer-Ana Alcaina,4.05,spa,352.0,18.0,533.6321277526615
Eoin Colfer,3.95,eng,288.0,251.0,13.0
Eoin Colfer,4.05,eng,329.0,179.0,6.0
Mitali Perkins,3.83,eng,257.0,582.0,107.0
Alexander Frater,3.96,eng,273.0,1065.0,103.0
Wilbur Smith,4.04,eng,642.0,10830.0,267.0
Evan Thomas,4.11,eng,415.0,2332.0,129.0
Anne Morrow Lindbergh,4.17,en-US,132.0,1314.0,182.0
Carl Plasa,3.64,eng,194.0,165.0,10.0
Good Housekeeping-Zoe Coulson,4.36,eng,512.0,1114.0,34.0
Fanny Burney-Edward A. Bloom,3.66,eng,455.0,11701.0,471.0
Frances Oliver,4.12,eng,157.0,8.0,533.6321277526615
Suzanne Farrell-Toni Bentley,4.07,eng,352.0,511.0,40.0
Cynthia Rylant-Preston McDaniels,4.08,eng,48.0,136.0,13.0
Katherine Hall Page,3.68,en-US,352.0,422.0,29.0
David E. Kaiser,3.5,eng,576.0,29.0,3.0
Ernest Hemingway,3.82,eng,247.0,53.0,9.0
Jack London-Wendell Minor,3.85,eng,128.0,181.0,16.0
Jack London-Gary Paulsen,3.85,eng,139.0,2146.0,150.0
Jack London-Roger Dressler,3.81,eng,5.0,32.0,1.0
Jack London-Alex Kershaw,3.83,eng,192.0,53.0,12.0
Ray Bradbury-Alfredo Crespo,3.98,spa,176.0,574.0,64.0
Hiawyn Oram-C.S. Lewis-Tudor Humphries,4.19,eng,48.0,5012.0,57.0
C.S. Lewis-Pauline Baynes,4.21,eng,189.0,615.0,64.0
C.S. Lewis-Pauline Baynes,4.21,eng,189.0,860.0,106.0
C.S. Lewis-Pauline Baynes,4.21,en-US,189.0,56.0,7.0
Jon F. Sensbach,3.68,eng,302.0,125.0,9.0
Rebecca York,3.86,eng,323.0,626.0,29.0
Rebecca J. Donatelle,3.61,en-US,480.0,6.0,533.6321277526615
Brian Johnston-George Eliot-CliffsNotes,4.14,eng,109.0,7.0,2.0
Lewis Carroll-Richard  Kelly,4.01,eng,356.0,72.0,7.0
Charles Dickens-Clement C. Moore-Arthur Rackham,4.33,eng,156.0,85.0,15.0
Raymond T. McNally-Radu Florescu,3.86,eng,320.0,1230.0,74.0
E.B. White-Garth Williams-Peter F. Neumeyer,4.16,eng,320.0,41.0,2.0
Judy Blume,4.07,eng,202.0,9190.0,410.0
Judy Blume,3.69,eng,560.0,371.0,20.0
Judy Blume,3.62,eng,199.0,229.0,50.0
Judy Blume,3.36,eng,304.0,10816.0,740.0
Jennifer O'Connell-Meg Cabot-Megan McCafferty-Melissa Senate-Diana Peterfreund-Stephanie Lessing-Laura Ruby-Erica Orloff-Stacey Ballis-Julie Kenner-Kristin Harmel-Jennifer Coburn-Elise Juska-Kyra Davis-Beth Kendrick-Berta Platas-Lynda Curnyn-Kayla Perrin-Cara Lockwood-Alison Pace-Megan Crane-Lara Deloza-Laura Caldwell-Shanna Swendson,3.47,eng,275.0,1725.0,328.0
Judy Blume,4.25,eng,512.0,467.0,65.0
Margaret Sanborn,3.96,eng,289.0,23.0,2.0
Chinua Achebe,3.87,eng,160.0,3089.0,190.0
Chinua Achebe,3.79,eng,84.0,200.0,25.0
Chinua Achebe,3.81,eng,230.0,3878.0,265.0
Daria Snadowsky,3.41,eng,259.0,4457.0,484.0
Kate Braverman-Rick Moody,3.94,eng,362.0,331.0,30.0
Euripides-Robinson Jeffers,4.2,eng,130.0,99.0,11.0
Johann Wolfgang von Goethe-R. Paulin,3.65,ger,142.0,24.0,2.0
Johann Wolfgang von Goethe-Wilhelm Große,3.65,ger,222.0,64.0,3.0
Darlene Clark Hine-William C. Hine-Stanley C. Harrold,3.95,eng,464.0,3.0,533.6321277526615
Homer-George Herbert Palmer,3.75,en-US,239.0,236.0,24.0
Gaius Julius Caesar-James H. Ford-W.A. McDevitte,4.12,eng,340.0,398.0,30.0
Gaius Julius Caesar-F.P. Long-Cheryl Walker,3.99,eng,288.0,50.0,8.0
Michael Parenti,4.14,eng,276.0,628.0,67.0
Mark Twain-Bernard DeVoto-Henry Nash Smith,4.22,eng,321.0,6447.0,375.0
Mark Twain,4.28,eng,690.0,40.0,1.0
John Piper,4.28,eng,112.0,18.0,533.6321277526615
Arundhati Roy,3.93,en-US,321.0,6549.0,711.0
Dai Sijie,3.64,spa,267.0,40.0,4.0
Dai Sijie,3.64,ger,200.0,317.0,14.0
James C. Humes-Richard M. Nixon,3.99,eng,256.0,175.0,14.0
John Keegan,3.84,en-GB,196.0,787.0,84.0
Robin Lane  Fox-Vita Sackville-West-Freda Titford-Ken Kirkwood,4.19,eng,192.0,1.0,1.0
Gavin Baddeley,3.86,eng,192.0,504.0,10.0
Kurt Reighley,3.39,en-US,192.0,112.0,5.0
Richard D. Nelson,4.0,eng,224.0,3.0,533.6321277526615
Charles Taylor,4.31,eng,304.0,48.0,1.0
Charles Taylor,4.19,eng,624.0,1303.0,49.0
Charles Taylor,3.9,eng,152.0,630.0,42.0
Charles Taylor-Amy Gutmann-Michael Walzer-Susan R. Wolf-Shierry Weber Nicholsen-Kwame Anthony Appiah-Jürgen Habermas-Steven C. Rockefeller,3.81,eng,192.0,325.0,17.0
Ruth  Abbey,3.6,eng,220.0,14.0,533.6321277526615
George Sullivan,4.09,eng,128.0,23.0,6.0
Peter Elkind,3.77,eng,400.0,107.0,10.0
George R.R. Martin-Victor Milán,3.69,eng,432.0,543.0,15.0
Georgina Grey,3.5,eng,342.4027271401487,2.0,533.6321277526615
Cheryl Carlson,4.32,eng,24.0,14.0,1.0
Gordon Korman,4.15,eng,192.0,1395.0,38.0
Gordon Korman-Holter Graham,3.8,eng,342.4027271401487,102.0,14.0
Gordon Korman,4.19,eng,201.0,14.0,1.0
Ed McBain,3.89,eng,192.0,1051.0,69.0
Ed McBain-Mark T. Sullivan,3.91,eng,336.0,710.0,38.0
Ed McBain-Otto Penzler,3.86,eng,276.0,768.0,80.0
Ed McBain,3.69,eng,336.0,727.0,54.0
Anonymous-Max McLean,4.6,eng,77.0,28.0,3.0
Efraim Turban-Dorothy Leidner-James C. Wetherbe-Ephraim McLean-Christy Cheung-Daniel Tse-Maggie Lew,3.93,eng,724.0,107.0,3.0
Brian D. McLaren-Steve Chalke,3.59,eng,187.0,129.0,15.0
Jill Nelson-Robin D.G. Kelley-Richard Austin-Flores Alexander Forbes-Ron Daniels-Frank Moss-Derrick A. Bell-Claude Andrew Clegg III-Katheryn K. Russell-Patricia J. Williams-Stanley Crouch-Ishmael Reed-Arthur Doye,3.79,eng,320.0,44.0,5.0
Jill Elizabeth Nelson,3.67,en-US,345.0,173.0,27.0
Quincy Jones,4.08,eng,432.0,610.0,50.0
Fred Goodman,3.93,eng,448.0,2.0,533.6321277526615
Howard E. Covington Jr.,3.89,eng,331.0,371.0,58.0
Fredric Dannen-Erroll McDonald,3.95,eng,432.0,664.0,44.0
Mary Kay Andrews,3.98,eng,404.0,2.0,533.6321277526615
Ryōtarō Shiba-Juliet Winters Carpenter,3.74,eng,256.0,287.0,28.0
Donald Goines,4.33,en-US,320.0,1449.0,90.0
Donald Goines,4.22,eng,159.0,467.0,21.0
Zora Neale Hurston,4.0,eng,229.0,1619.0,75.0
Zora Neale Hurston-Henry Louis Gates Jr.-Sieglinde Lemke,4.25,eng,336.0,735.0,41.0
Robert E. Hemenway-Alice Walker,4.11,eng,408.0,100.0,6.0
Henry Louis Gates Jr.-Kwame Anthony Appiah,4.2,eng,238.0,24.0,533.6321277526615
Gloria Naylor,4.01,fre,300.0,23.0,533.6321277526615
Sang-Sun Park,3.88,en-US,176.0,1786.0,81.0
Christopher Pinney-Nicholas Peterson,3.73,eng,296.0,22.0,2.0
Christopher Pinney,3.96,eng,239.0,23.0,533.6321277526615
Richard A. Posner,4.0,en-US,304.0,33.0,2.0
Gerald Posner,3.96,eng,640.0,1139.0,104.0
Richard A. Posner,3.9,eng,458.0,74.0,13.0
Richard A. Posner,3.65,eng,432.0,90.0,6.0
Sally Potter-Virginia Woolf,4.07,eng,75.0,83.0,7.0
Ludovico Ariosto-Guido Waldman,4.0,eng,656.0,2238.0,61.0
Pat Frank,4.07,eng,279.0,180.0,43.0
Pat Frank,4.07,en-US,312.0,19.0,3.0
Pat Frank,4.07,eng,329.0,22.0,2.0
Arthur Agatston,3.44,en-US,310.0,530.0,18.0
T.H. White,3.96,eng,137.0,104.0,20.0
Dalai Lama XIV-Howard C. Cutler,4.16,eng,224.0,1583.0,93.0
Chris Prentiss,4.04,eng,145.0,2746.0,250.0
Sharon Salzberg-Jon Kabat-Zinn,4.26,eng,256.0,4072.0,139.0
Ben R. Kaplan,3.46,en-US,400.0,111.0,11.0
Kate Hemphill-Zoë Ross-Louise Bostock Lang,4.03,eng,616.0,66.0,533.6321277526615
Marlo Morgan,3.73,en-GB,323.0,755.0,53.0
Marlo Morgan-Anne Rademacher,3.79,ger,251.0,14.0,533.6321277526615
Daniel Defoe-Albert J. Rivero,3.52,eng,525.0,405.0,40.0
Daniel Defoe-Virginia Woolf,3.52,eng,335.0,379.0,52.0
Daniel Defoe,3.52,eng,376.0,238.0,26.0
Armistead Maupin,4.04,en-US,371.0,953.0,105.0
Stephen Chbosky-William Clifford-Matthew Loren Cohen-Aury Wallington-Dennis G. Dillingham Jr.-Davy Rothbart-Clementyne Howard-Martin Wilson-Michelle Rick-Carmen Elena Mitchell-Jason Rekulak-Kathleen Bedwell Hughes-Aisha D. Gayle-Chandra Steele-Joy Monica T. Sakaguchi-Sujata DeChoudhury,3.52,eng,155.0,1087.0,41.0
Stephen Chbosky,4.2,ger,222.0,108.0,5.0
James Fenimore Cooper,3.7,ger,240.0,26.0,2.0
Norman Maclean-Barry Moser,4.17,eng,168.0,5885.0,338.0
Richard Seymour Hall,4.41,eng,608.0,65.0,11.0
Stewart Brand,4.43,eng,608.0,23.0,533.6321277526615
Stewart Brand,3.92,en-US,208.0,13.0,1.0
Charles Burns,3.94,en-US,96.0,725.0,35.0
Charles Burns,4.0,fre,63.0,3.0,533.6321277526615
Charles Burns,4.26,fre,64.0,19.0,1.0
Noam Chomsky-Greg Ruggiero-Marili Margomenou-Miguel Mora-Natalie Levisalles-Il Manifesto-Hartford Courant-David Barsamian-Radio B92-Elise Fried-Peter Kreysler-Gionarle del Popolo-Michael Albert,3.73,eng,140.0,2981.0,167.0
Noam Chomsky-David Barsamian,3.98,eng,128.0,917.0,27.0
Noam Chomsky-David W. Lightfoot,3.84,eng,135.0,585.0,31.0
Noam Chomsky-Greg Ruggiero,3.94,en-US,80.0,149.0,7.0
Noam Chomsky-David Barsamian-Arthur Naiman,4.0,eng,190.0,419.0,17.0
Edward Gorey,4.17,eng,64.0,289.0,20.0
Yuki Shimizu-志水 ゆき,4.39,jpn,182.0,4.0,533.6321277526615
Yuki Shimizu-志水 ゆき,4.25,jpn,191.0,7.0,533.6321277526615
Kōji Suzuki-Robert B. Rohmer-Glynne Walley,3.82,eng,282.0,10691.0,674.0
Kōji Suzuki-Sakura Mizuki,3.54,eng,160.0,55.0,2.0
Michio Kaku,4.16,eng,531.0,50.0,1.0
Michio Kaku-Joseph L. Birman-H. Eugene Stanley-J.W. Lynn-M.P. Silverman-M. Voloshin,4.27,eng,587.0,209.0,2.0
Michio Kaku-Daniel Axelrod,3.91,en-US,374.0,1.0,533.6321277526615
Max Barry,3.73,eng,338.0,4844.0,406.0
Peter Tallack-Simon Singh,4.05,eng,528.0,23.0,1.0
Ann M. Martin,3.85,en-US,342.4027271401487,5241.0,96.0
Ann M. Martin,3.85,eng,167.0,50.0,4.0
Ann M. Martin,3.65,eng,132.0,2623.0,34.0
Ann M. Martin,3.97,eng,153.0,77.0,2.0
Robert Benedetti,3.7,en-US,131.0,10.0,533.6321277526615
Robert Benedetti,3.7,eng,160.0,5.0,1.0
Lilian Jackson Braun,3.96,eng,224.0,6179.0,185.0
James Baldwin,4.37,eng,584.0,1386.0,146.0
James Baldwin,4.35,eng,242.0,2061.0,132.0
James Baldwin,4.25,eng,496.0,2013.0,127.0
Zora Neale Hurston,3.97,eng,311.0,1380.0,97.0
Valerie Boyd,4.31,eng,528.0,863.0,91.0
James Baldwin,4.34,eng,249.0,3774.0,284.0
James Baldwin,3.9,eng,112.0,427.0,31.0
James Baldwin,4.12,eng,144.0,1131.0,74.0
Zora Neale Hurston-Carla Kaplan-John Edgar Wideman,3.98,eng,320.0,312.0,46.0
Charles Bukowski,3.96,en-US,208.0,395.0,56.0
Charles Bukowski,4.25,eng,320.0,11737.0,503.0
John Grisham,4.06,spa,342.4027271401487,3.0,533.6321277526615
Francine Pascal-Kate William,3.91,eng,346.0,1404.0,73.0
Francine Pascal-Kate William,3.53,eng,217.0,306.0,9.0
Francine Pascal-Kate William,3.45,eng,136.0,675.0,27.0
Francine Pascal-Kate William,3.39,en-GB,134.0,799.0,22.0
Francine Pascal-Kate William,3.94,eng,345.0,784.0,31.0
Francine Pascal-Kate William,3.47,eng,149.0,2630.0,96.0
Sherrilyn Kenyon-L.A. Banks-Susan Squires-Ronda Thompson,4.06,eng,373.0,7902.0,201.0
Arthur Plotnik,3.91,eng,263.0,662.0,84.0
Amy Krouse Rosenthal-Jane Dyer,4.19,en-US,40.0,1123.0,182.0
Francine Pascal-Kate William,3.72,eng,227.0,282.0,7.0
Francine Pascal-Kate William,3.51,en-US,179.0,117.0,3.0
Francine Pascal-Kate William,3.45,eng,136.0,1032.0,26.0
Francine Pascal-Kate William,3.54,eng,182.0,105.0,17.0
Francine Pascal-Kate William,3.46,en-US,118.0,41.0,3.0
Francine Pascal-Kate William,3.6,eng,199.0,242.0,4.0
Francine Pascal-Kate William,3.33,eng,138.0,5.0,533.6321277526615
Francine Pascal,3.36,eng,192.0,124.0,1.0
Alexandra Siy-Dennis Kunkel,3.51,eng,32.0,69.0,19.0
Nigella Lawson-Francesca Yorke,3.99,eng,254.0,6449.0,72.0
John Tosh-Sean Lang,3.45,en-US,357.0,354.0,17.0
L.A. Banks-J.M. Jeffries-Seressie Glass-Natalie Dunbar,4.11,en-US,346.0,193.0,6.0
Mari Mancusi,3.68,en-US,272.0,10490.0,490.0
Nancy Verde Barr,3.42,eng,308.0,363.0,66.0
Nikki Stafford,4.13,en-US,450.0,326.0,8.0
Govind Armstrong-Lisa Romerein-Tyler Florence,3.6,eng,256.0,20.0,3.0
Richard Platt,3.84,eng,48.0,20.0,5.0
Francine Pascal,3.92,eng,231.0,2.0,533.6321277526615
Francine Pascal-Kate William,3.37,eng,153.0,3.0,533.6321277526615
Francine Pascal-Kate William,3.53,eng,160.0,2018.0,79.0
Frances Hodgson Burnett-Graham Rust,4.13,eng,298.0,255.0,23.0
Frances Hodgson Burnett-Scott McKowen,4.13,eng,248.0,553.0,55.0
Brian Doherty-Frances Hodgson Burnett-Thea Kliros,4.25,eng,48.0,4.0,533.6321277526615
Frances Hodgson Burnett-Scott McKowen,4.19,en-GB,208.0,491.0,53.0
Ann M. Martin,3.58,eng,142.0,15.0,533.6321277526615
Tania Zamorsky-Frances Hodgson Burnett-Lucy Corvino-Arthur Pober,4.16,eng,160.0,3717.0,79.0
Marion Crawford-Jennie Bond,4.0,eng,230.0,378.0,59.0
William   Anderson-Leslie A.  Kelly,4.23,eng,120.0,88.0,7.0
C.S. Lewis-Michael Hauge,4.45,en-US,537.0,39.0,3.0
Juan Rulfo,4.05,spa,122.0,475.0,37.0
Juan Rulfo,4.29,spa,290.0,4759.0,96.0
Juan Rulfo,4.05,spa,132.0,1141.0,166.0
Juan Rulfo,4.29,spa,290.0,6.0,2.0
Juan Rulfo,4.05,ger,132.0,447.0,32.0
J.M. Barrie-Peter Hollindale,4.07,eng,288.0,4154.0,99.0
J.M. Barrie-Ken Geist,4.08,eng,224.0,133.0,23.0
Mark Twain,3.81,eng,352.0,90.0,2.0
Lewis Carroll-Donald J. Gray,4.06,eng,416.0,1387.0,86.0
Louis Sachar,3.95,eng,233.0,2675.0,228.0
David Lindsay-Abaire,4.06,eng,157.0,6515.0,180.0
Louis Sachar,3.62,eng,96.0,470.0,36.0
Louis Sachar,3.74,eng,128.0,223.0,19.0
Louis Sachar,3.98,en-GB,208.0,174.0,15.0
